id,age,gender,height,weight,gym_frequency,workout_intensity,protein_intake,sleep_hours,training_experience,initial_muscle_mass,final_muscle_mass,body_fat_percentage,supplement_use,workout_type,diet_type,hydration_level,stress_level,session_duration,recovery_rate
11033,39.0,F,170.0,62.9,7.0,3.0,133.0,6.0,Beginner,27.4,31.6,19.0,None,Strength,Omnivore,3.5,5.0,,medium
11034,35.0,F,168.5,77.5,7.0,10.0,165.0,9.0,Beginner,30.4,34.0,19.2,None,Strength,Vegan,2.3,3.0,68.0,medium
11035,40.0,M,197.6,102.4,4.0,9.0,225.0,6.0,,50.0,51.8,13.3,Protein,,Vegan,2.9,3.0,43.0,
11036,19.0,,193.6,127.6,,6.0,263.0,8.0,Experienced,42.9,44.1,24.4,Creatine,Mixed,Omnivore,,9.0,85.0,fast
11037,28.0,,178.3,88.7,4.0,7.0,178.0,8.0,Experienced,,40.2,27.8,Pre-workout,Strength,,3.0,5.0,55.0,fast
11038,48.0,M,198.6,123.1,4.0,1.0,240.0,7.0,Beginner,55.0,59.2,15.3,None,Mixed,Keto,1.6,7.0,37.0,fast
11039,,M,177.6,74.5,4.0,,163.0,7.0,Intermediate,24.5,26.7,19.5,,Strength,Omnivore,2.1,6.0,84.0,slow
11040,,F,164.6,60.6,1.0,,125.0,6.0,Beginner,,,26.7,None,Mixed,Omnivore,,8.0,,medium
11041,,M,171.3,96.1,4.0,,200.0,8.0,Beginner,35.7,40.0,13.4,None,Cardio,Vegetarian,2.7,4.0,,
11042,28.0,F,165.3,49.9,2.0,9.0,104.0,6.0,Intermediate,18.6,20.2,,Protein,,Omnivore,2.4,4.0,47.0,medium
11043,50.0,M,166.0,87.4,3.0,6.0,167.0,6.0,Intermediate,,43.8,19.0,Pre-workout,Strength,Omnivore,3.2,3.0,47.0,slow
11044,24.0,F,,66.1,,3.0,138.0,,Beginner,23.0,26.9,,Creatine,,Vegetarian,1.9,7.0,59.0,slow
11045,48.0,F,150.7,62.7,3.0,8.0,119.0,6.0,Intermediate,23.7,25.3,15.8,,Strength,Vegetarian,2.8,7.0,54.0,fast
11046,65.0,F,157.1,60.8,3.0,9.0,122.0,9.0,Intermediate,26.5,28.2,15.9,None,Strength,Omnivore,1.9,,,slow
11047,63.0,F,156.2,59.3,7.0,2.0,110.0,7.0,Beginner,24.3,28.1,20.6,None,Strength,Omnivore,2.1,8.0,68.0,slow
11048,64.0,M,197.5,119.1,,2.0,239.0,8.0,Experienced,52.7,53.5,24.9,None,Cardio,Vegan,2.9,2.0,62.0,medium
11049,31.0,M,165.8,88.2,7.0,5.0,190.0,8.0,Experienced,27.1,28.1,10.7,Creatine,Mixed,Vegan,2.2,1.0,66.0,medium
11050,45.0,F,176.7,82.2,2.0,,160.0,9.0,Beginner,26.0,29.5,15.2,Creatine,Strength,,2.9,8.0,78.0,
11051,60.0,M,165.0,72.9,4.0,7.0,,9.0,Intermediate,32.8,34.4,23.0,None,Strength,Vegetarian,2.7,7.0,77.0,fast
11052,33.0,F,169.5,62.8,5.0,7.0,129.0,9.0,Beginner,,31.2,27.0,Creatine,Cardio,Vegetarian,2.4,5.0,46.0,medium
11053,36.0,F,159.6,71.7,4.0,5.0,158.0,7.0,Beginner,,35.1,16.3,Pre-workout,Mixed,Vegetarian,3.7,3.0,55.0,slow
11054,,M,172.6,,,9.0,180.0,9.0,Intermediate,28.0,30.3,21.0,Creatine,,Omnivore,3.6,7.0,87.0,medium
11055,43.0,F,179.9,88.7,1.0,3.0,174.0,,Intermediate,,35.8,29.1,None,Mixed,Vegetarian,3.1,1.0,42.0,slow
11056,23.0,F,156.8,73.6,3.0,2.0,161.0,8.0,,25.7,27.7,20.1,None,Cardio,Keto,2.1,7.0,83.0,medium
11057,60.0,M,168.1,83.8,1.0,1.0,176.0,9.0,Beginner,33.6,37.3,17.9,Creatine,Cardio,Vegetarian,2.0,9.0,48.0,medium
11058,,F,167.7,60.0,3.0,9.0,111.0,8.0,Beginner,21.5,25.8,28.1,None,Mixed,Vegan,2.3,9.0,,fast
11059,34.0,F,172.2,84.2,6.0,5.0,185.0,6.0,Intermediate,36.4,38.4,20.6,None,Cardio,Omnivore,1.6,10.0,88.0,fast
11060,48.0,,199.3,95.7,6.0,3.0,199.0,9.0,Intermediate,39.8,41.6,15.6,None,Cardio,Omnivore,3.7,1.0,61.0,medium
11061,29.0,M,188.1,84.6,7.0,2.0,174.0,8.0,Intermediate,,28.6,24.8,None,Cardio,Omnivore,1.8,5.0,38.0,
11062,40.0,F,,52.6,5.0,6.0,115.0,,Intermediate,22.7,,15.6,Protein,Mixed,Vegetarian,1.6,1.0,59.0,
11063,22.0,M,176.4,65.9,3.0,2.0,132.0,9.0,Experienced,24.2,25.1,10.0,None,Cardio,Keto,3.0,3.0,36.0,medium
11064,60.0,M,183.8,111.3,3.0,3.0,209.0,9.0,Beginner,44.4,48.1,12.7,Protein,Cardio,Omnivore,3.8,6.0,71.0,
11065,53.0,M,184.0,79.4,4.0,,152.0,8.0,Intermediate,24.2,26.1,22.0,Creatine,Mixed,Keto,1.9,6.0,44.0,medium
11066,53.0,,168.7,61.6,7.0,10.0,125.0,,Beginner,,24.7,,Creatine,Cardio,,2.3,3.0,53.0,medium
11067,20.0,M,186.8,88.2,6.0,,167.0,8.0,,28.1,32.6,15.8,,Cardio,Vegan,2.6,10.0,30.0,medium
11068,41.0,M,168.2,86.9,4.0,10.0,166.0,,Intermediate,40.9,,13.1,Protein,Cardio,Omnivore,3.3,3.0,65.0,medium
11069,34.0,F,164.7,59.9,4.0,4.0,130.0,,Experienced,24.9,25.8,15.9,Creatine,Cardio,Omnivore,3.4,1.0,49.0,medium
11070,56.0,F,157.8,96.2,1.0,2.0,,7.0,Experienced,19.0,,46.9,None,Mixed,Omnivore,2.2,4.0,211.0,medium
11071,43.0,M,172.5,81.3,2.0,9.0,172.0,6.0,Beginner,30.0,34.1,23.3,,Strength,Omnivore,,9.0,37.0,
11072,21.0,M,184.6,69.2,5.0,9.0,137.0,,Beginner,24.4,28.3,11.0,None,Mixed,Omnivore,,7.0,49.0,slow
11073,62.0,M,162.6,72.4,6.0,1.0,148.0,9.0,,21.7,,,Creatine,Mixed,Omnivore,2.6,,89.0,slow
11074,29.0,F,150.4,67.6,7.0,1.0,148.0,6.0,,23.7,27.4,29.1,None,Mixed,Omnivore,1.6,8.0,90.0,medium
11075,18.0,F,153.9,65.4,1.0,8.0,118.0,7.0,Beginner,25.7,29.6,23.8,None,Mixed,Keto,2.0,4.0,41.0,fast
11076,38.0,F,155.1,45.3,4.0,5.0,83.0,9.0,Intermediate,17.4,,24.8,Protein,Strength,Vegetarian,2.6,1.0,66.0,medium
11077,36.0,F,155.9,62.8,4.0,8.0,120.0,9.0,Beginner,,,,None,Cardio,Omnivore,3.0,,80.0,slow
11078,38.0,M,191.0,98.2,2.0,5.0,197.0,6.0,Intermediate,33.4,35.7,15.2,Protein,Strength,Vegetarian,3.9,2.0,41.0,fast
11079,,M,177.9,102.5,,10.0,224.0,9.0,Beginner,36.0,39.5,15.8,None,Cardio,,3.1,10.0,62.0,slow
11080,60.0,M,178.8,121.4,1.0,4.0,134.0,8.0,Experienced,,22.5,43.3,None,Mixed,Vegetarian,2.5,1.0,293.0,medium
11081,20.0,,185.8,81.1,6.0,5.0,160.0,8.0,Beginner,38.1,,14.8,None,Cardio,Omnivore,,9.0,37.0,medium
11082,61.0,M,189.2,114.1,7.0,4.0,235.0,,Beginner,44.5,48.8,14.5,,Cardio,Vegan,2.6,9.0,76.0,fast
11083,,F,150.1,63.5,6.0,7.0,139.0,7.0,Experienced,23.4,24.2,25.5,,Cardio,Keto,2.2,5.0,65.0,fast
11084,27.0,M,194.3,105.5,4.0,6.0,201.0,7.0,Beginner,42.2,45.9,23.3,None,Mixed,Omnivore,2.9,1.0,61.0,
11085,57.0,F,179.7,58.9,3.0,,121.0,8.0,Experienced,26.4,,25.4,None,Cardio,Omnivore,3.5,1.0,30.0,fast
11086,32.0,M,164.9,90.8,5.0,10.0,192.0,,Beginner,29.6,,17.5,Creatine,Strength,Omnivore,2.4,2.0,55.0,fast
11087,22.0,,186.0,89.1,1.0,4.0,168.0,7.0,Beginner,41.4,45.3,18.3,Protein,Mixed,Omnivore,2.6,8.0,,slow
11088,21.0,F,150.1,41.6,3.0,7.0,78.0,6.0,Intermediate,13.0,15.4,21.3,Pre-workout,Strength,Omnivore,1.7,7.0,56.0,fast
11089,,F,151.5,63.9,1.0,5.0,131.0,7.0,Experienced,28.7,30.2,22.5,None,Strength,,2.6,,31.0,fast
11090,21.0,M,171.4,77.2,1.0,,163.0,9.0,Beginner,31.3,,19.9,Creatine,Mixed,Keto,2.0,8.0,63.0,medium
11091,32.0,F,175.4,,6.0,3.0,122.0,8.0,Intermediate,21.1,22.9,27.6,Pre-workout,Mixed,Omnivore,2.7,5.0,81.0,fast
11092,34.0,F,169.6,79.4,4.0,1.0,170.0,7.0,Experienced,26.6,27.6,16.7,None,Mixed,Omnivore,,,87.0,medium
11093,61.0,F,163.4,62.7,,3.0,,9.0,Beginner,26.5,,17.9,Pre-workout,Mixed,Vegan,4.0,6.0,,medium
11094,20.0,M,177.5,91.7,3.0,1.0,183.0,9.0,Beginner,36.3,39.8,18.3,None,,Keto,3.4,2.0,35.0,
11095,27.0,M,178.6,,4.0,4.0,200.0,9.0,Beginner,33.3,37.3,24.7,Creatine,Strength,Omnivore,3.2,4.0,69.0,slow
11096,64.0,,172.4,82.7,5.0,,156.0,9.0,Beginner,31.9,36.1,10.2,Creatine,Mixed,Omnivore,2.1,9.0,,medium
11097,59.0,,176.3,60.1,6.0,3.0,114.0,9.0,Intermediate,23.4,25.4,27.1,Creatine,Mixed,Keto,1.6,2.0,86.0,
11098,,F,167.0,,7.0,1.0,172.0,8.0,Beginner,31.2,34.7,19.3,Creatine,Cardio,Omnivore,4.0,6.0,,medium
11099,35.0,M,179.4,78.2,4.0,6.0,154.0,9.0,Intermediate,38.3,,11.3,None,Strength,Omnivore,3.7,8.0,34.0,medium
11100,18.0,M,178.6,,1.0,10.0,213.0,7.0,Intermediate,45.8,47.8,24.3,Protein,Cardio,,1.8,10.0,59.0,fast
11101,52.0,F,178.1,57.3,6.0,8.0,115.0,8.0,Beginner,20.7,24.8,18.8,Creatine,Strength,Omnivore,1.7,7.0,,fast
11102,48.0,M,188.9,97.3,3.0,,176.0,,Experienced,45.3,45.9,11.3,None,,,,9.0,60.0,slow
11103,61.0,M,165.8,84.0,5.0,6.0,168.0,7.0,Beginner,38.7,43.1,14.5,Creatine,Mixed,Vegan,1.7,3.0,69.0,
11104,18.0,F,,76.8,4.0,5.0,157.0,7.0,Intermediate,28.4,30.5,26.3,Creatine,,Omnivore,3.0,5.0,,fast
11105,20.0,F,158.7,68.9,7.0,5.0,150.0,7.0,Experienced,22.9,,17.9,None,Mixed,Vegan,1.9,9.0,37.0,medium
11106,20.0,M,199.5,94.9,,2.0,197.0,8.0,Intermediate,31.1,33.2,13.7,None,Strength,Omnivore,2.3,,33.0,medium
11107,,F,162.5,55.2,7.0,9.0,109.0,,Intermediate,16.9,19.2,15.6,None,Cardio,Vegetarian,3.8,6.0,46.0,
11108,36.0,F,152.0,51.5,6.0,10.0,104.0,8.0,Beginner,17.0,20.6,15.2,None,Cardio,Vegan,3.4,9.0,,
11109,46.0,M,176.4,67.4,7.0,7.0,148.0,,,,26.9,,None,Strength,Omnivore,2.9,6.0,86.0,fast
11110,42.0,F,159.6,66.3,,5.0,123.0,6.0,Beginner,23.3,,19.8,Protein,Mixed,,1.6,9.0,67.0,medium
11111,50.0,F,,82.7,1.0,2.0,171.0,,Beginner,33.9,37.7,22.2,Protein,Strength,Vegan,3.0,1.0,56.0,fast
11112,53.0,M,169.0,84.6,4.0,,177.0,7.0,Intermediate,36.8,38.3,21.5,None,Strength,Omnivore,,10.0,86.0,
11113,,F,,55.7,7.0,10.0,109.0,,,20.0,21.5,15.3,Creatine,Mixed,Keto,1.9,10.0,40.0,fast
11114,43.0,F,152.9,56.2,6.0,8.0,,9.0,Beginner,,22.2,22.1,None,Strength,Omnivore,3.6,,35.0,medium
11115,21.0,,171.3,84.8,4.0,2.0,163.0,7.0,Intermediate,,31.3,18.0,Creatine,Strength,Omnivore,2.9,4.0,72.0,
11116,,F,160.4,68.3,1.0,,133.0,6.0,Beginner,27.5,31.3,22.4,None,,Vegetarian,2.5,2.0,,fast
11117,44.0,M,193.4,210.8,3.0,7.0,226.0,7.0,Intermediate,,,45.4,Pre-workout,Cardio,Omnivore,3.9,5.0,203.0,slow
11118,,M,170.8,88.9,,3.0,,9.0,Experienced,,,14.7,None,Mixed,Vegan,3.2,9.0,72.0,medium
11119,39.0,F,150.9,60.3,3.0,4.0,127.0,8.0,Beginner,,25.1,18.4,None,Cardio,Omnivore,4.0,9.0,81.0,medium
11120,65.0,M,191.2,125.3,2.0,,255.0,8.0,Intermediate,39.9,42.1,16.1,None,Strength,,2.3,10.0,51.0,medium
11121,20.0,M,194.8,127.1,4.0,,267.0,9.0,Experienced,46.2,47.6,15.7,None,Cardio,Vegan,2.1,5.0,,medium
11122,40.0,F,164.8,75.7,7.0,10.0,165.0,9.0,Experienced,23.7,,,None,,Omnivore,,7.0,69.0,medium
11123,38.0,M,171.4,60.7,7.0,4.0,115.0,,Beginner,20.7,24.8,22.3,None,Mixed,Vegetarian,2.9,9.0,33.0,medium
11124,,M,190.9,109.4,6.0,5.0,211.0,8.0,Beginner,,41.5,18.7,Protein,,Omnivore,1.9,2.0,52.0,
11125,40.0,F,150.3,53.0,3.0,7.0,102.0,,Beginner,,26.8,,None,Strength,Keto,2.5,4.0,50.0,fast
11126,21.0,M,197.0,113.6,1.0,2.0,235.0,9.0,Beginner,46.0,50.3,14.8,Pre-workout,Cardio,Vegetarian,1.9,3.0,74.0,medium
11127,38.0,M,194.6,114.7,7.0,,225.0,8.0,Beginner,51.1,55.4,23.7,Protein,Cardio,,3.4,8.0,42.0,fast
11128,54.0,,166.3,73.5,,4.0,141.0,6.0,Intermediate,23.8,25.5,18.5,Protein,Cardio,Vegetarian,2.2,3.0,38.0,medium
11129,60.0,F,158.3,71.3,5.0,8.0,146.0,7.0,Beginner,25.6,,28.1,None,Cardio,Vegetarian,3.5,5.0,45.0,
11130,48.0,M,161.3,87.5,,,189.0,,Beginner,,44.3,21.2,Creatine,Strength,,,3.0,40.0,
11131,38.0,M,200.0,116.4,7.0,,224.0,8.0,Beginner,,48.2,21.7,Protein,Cardio,Vegetarian,2.2,9.0,65.0,medium
11132,43.0,M,190.5,121.3,5.0,8.0,253.0,,Intermediate,50.9,52.9,18.1,Protein,Mixed,Keto,2.1,5.0,56.0,fast
11133,58.0,F,160.2,69.7,7.0,6.0,137.0,7.0,Beginner,21.9,25.5,22.8,Creatine,Cardio,Vegan,3.0,10.0,67.0,slow
11134,52.0,M,160.8,59.6,1.0,5.0,128.0,7.0,,27.7,,12.6,None,Cardio,Keto,2.3,9.0,54.0,
11135,55.0,F,169.2,52.7,7.0,6.0,107.0,,Experienced,21.8,23.2,,Pre-workout,Mixed,Omnivore,,2.0,70.0,medium
11136,41.0,M,199.5,80.2,1.0,8.0,157.0,7.0,,30.3,31.2,23.0,None,,Keto,2.4,,88.0,fast
11137,28.0,M,188.3,102.1,4.0,4.0,216.0,8.0,Beginner,50.6,54.3,19.7,Pre-workout,Mixed,Omnivore,,5.0,,medium
11138,58.0,,152.5,56.4,5.0,10.0,113.0,7.0,Beginner,20.6,24.8,21.1,Creatine,Strength,Omnivore,,4.0,43.0,medium
11139,,M,176.1,,3.0,5.0,195.0,8.0,Intermediate,39.8,42.2,22.2,None,Strength,Vegan,2.4,2.0,61.0,medium
11140,64.0,F,153.3,66.1,2.0,5.0,137.0,6.0,Intermediate,,27.0,,None,Strength,Vegan,2.7,7.0,35.0,fast
11141,20.0,F,177.4,62.9,1.0,,137.0,7.0,Intermediate,21.5,,22.1,Creatine,Strength,Vegetarian,1.7,7.0,63.0,
11142,18.0,M,173.2,98.5,5.0,4.0,180.0,6.0,Beginner,38.4,42.5,15.6,Protein,,Vegetarian,3.7,1.0,33.0,medium
11143,36.0,M,189.3,76.9,1.0,8.0,153.0,8.0,Beginner,30.8,34.5,16.1,None,Strength,Omnivore,2.4,2.0,50.0,fast
11144,63.0,F,152.5,66.5,7.0,7.0,135.0,,Intermediate,23.7,,18.2,Pre-workout,Cardio,,,10.0,86.0,fast
11145,39.0,F,153.9,66.8,,5.0,145.0,7.0,Intermediate,23.0,25.4,19.8,Creatine,Strength,Omnivore,2.4,7.0,34.0,fast
11146,,F,170.4,76.5,3.0,5.0,141.0,7.0,Beginner,31.4,,,None,Mixed,Vegetarian,,10.0,90.0,
11147,31.0,M,,91.9,,5.0,174.0,7.0,Intermediate,30.5,32.8,10.0,None,Cardio,Omnivore,3.2,8.0,53.0,fast
11148,61.0,M,168.1,60.5,6.0,7.0,132.0,6.0,Beginner,26.8,31.3,21.6,None,,Vegan,3.3,9.0,,slow
11149,33.0,M,176.7,98.9,4.0,,197.0,8.0,Beginner,47.4,51.1,19.1,None,Cardio,Vegan,1.6,4.0,75.0,medium
11150,,M,184.8,79.5,7.0,6.0,164.0,9.0,Beginner,,42.0,21.4,Protein,,Omnivore,2.9,10.0,44.0,medium
11151,30.0,F,,70.4,4.0,1.0,142.0,9.0,Intermediate,25.3,27.0,27.1,Pre-workout,Mixed,Omnivore,2.7,4.0,68.0,medium
11152,55.0,F,168.8,,2.0,1.0,150.0,8.0,Experienced,,24.6,,Protein,Mixed,Omnivore,2.5,8.0,66.0,slow
11153,29.0,F,152.9,61.3,3.0,2.0,113.0,7.0,Intermediate,,28.3,26.1,None,Cardio,Keto,,7.0,84.0,medium
11154,55.0,,181.7,90.2,1.0,6.0,164.0,9.0,Beginner,35.2,39.2,24.1,Pre-workout,Mixed,Vegan,2.7,3.0,74.0,fast
11155,,M,195.4,116.1,3.0,9.0,230.0,7.0,,42.6,,23.0,Creatine,Strength,Omnivore,2.5,3.0,78.0,slow
11156,50.0,,194.7,122.1,5.0,8.0,264.0,9.0,Intermediate,58.6,61.0,,None,Cardio,Omnivore,2.1,,57.0,slow
11157,50.0,F,,74.6,2.0,3.0,152.0,,Experienced,23.7,24.6,15.1,None,Cardio,Omnivore,1.9,8.0,,medium
11158,46.0,F,179.9,69.9,7.0,6.0,145.0,,Experienced,22.9,23.4,,Protein,,Omnivore,2.5,10.0,51.0,medium
11159,22.0,F,,67.4,4.0,2.0,145.0,7.0,Intermediate,24.8,27.1,15.7,None,Cardio,Vegetarian,2.9,9.0,,fast
11160,,F,164.4,66.5,4.0,6.0,124.0,7.0,Intermediate,24.4,26.3,17.9,None,Strength,Omnivore,,7.0,79.0,medium
11161,48.0,M,,98.4,3.0,5.0,202.0,9.0,Intermediate,,33.8,20.5,None,Cardio,Vegan,3.2,6.0,,fast
11162,33.0,M,165.6,78.5,7.0,8.0,147.0,8.0,Beginner,28.1,31.7,10.2,Creatine,Mixed,Vegetarian,3.9,10.0,81.0,
11163,,M,,107.8,7.0,10.0,228.0,6.0,Intermediate,40.3,42.3,15.9,None,Cardio,Vegetarian,2.0,1.0,,
11164,42.0,F,,69.8,4.0,7.0,147.0,,Intermediate,,30.6,21.1,None,Cardio,Omnivore,4.0,2.0,,fast
11165,65.0,F,160.5,59.4,,2.0,109.0,,Intermediate,,28.8,15.3,None,Mixed,Vegetarian,3.3,7.0,73.0,medium
11166,63.0,F,156.4,66.8,2.0,8.0,145.0,7.0,Beginner,29.6,33.7,25.7,None,Cardio,Omnivore,1.7,3.0,67.0,medium
11167,50.0,F,158.6,68.2,3.0,2.0,134.0,8.0,Beginner,27.3,31.1,24.5,None,Cardio,Omnivore,,4.0,53.0,fast
11168,30.0,M,,81.0,,6.0,150.0,8.0,Intermediate,29.2,31.6,19.8,Protein,Cardio,Omnivore,3.7,2.0,66.0,fast
11169,27.0,M,177.2,67.3,2.0,4.0,128.0,,Beginner,27.7,31.7,16.8,None,Mixed,,2.9,9.0,72.0,medium
11170,41.0,F,155.8,68.5,2.0,7.0,148.0,9.0,Intermediate,24.8,26.6,17.9,Creatine,Strength,Omnivore,3.5,4.0,87.0,medium
11171,27.0,M,,83.4,6.0,8.0,166.0,6.0,Experienced,25.2,26.2,14.5,None,Mixed,Vegan,3.4,2.0,44.0,medium
11172,58.0,F,151.9,,7.0,1.0,88.0,9.0,Beginner,14.8,19.3,20.7,,Strength,Omnivore,1.7,3.0,,medium
11173,48.0,F,175.0,69.9,7.0,,138.0,8.0,Beginner,24.9,28.9,29.4,Protein,Cardio,Omnivore,2.4,10.0,32.0,fast
11174,30.0,F,158.2,52.7,,8.0,97.0,8.0,Experienced,17.2,,23.4,None,Mixed,Vegetarian,1.8,1.0,59.0,fast
11175,20.0,F,164.9,56.1,7.0,7.0,116.0,8.0,Experienced,17.1,17.7,20.9,,Strength,,2.6,7.0,73.0,fast
11176,51.0,F,161.4,52.3,6.0,1.0,115.0,7.0,Beginner,19.2,23.4,27.6,Pre-workout,Cardio,Keto,3.9,1.0,70.0,slow
11177,45.0,M,182.8,,4.0,4.0,210.0,7.0,,31.4,35.2,22.9,None,,Omnivore,3.8,9.0,36.0,fast
11178,36.0,M,191.8,116.8,,4.0,221.0,8.0,Intermediate,55.8,57.6,12.0,Protein,Mixed,Omnivore,,2.0,62.0,medium
11179,40.0,M,199.6,82.5,5.0,6.0,158.0,6.0,Beginner,,,,None,,Vegetarian,3.6,,47.0,
11180,62.0,M,172.2,83.6,5.0,7.0,,6.0,Beginner,37.1,41.3,19.2,Protein,Mixed,Vegetarian,2.4,2.0,63.0,medium
11181,49.0,M,182.2,73.1,4.0,7.0,159.0,7.0,Intermediate,,31.5,10.2,Pre-workout,Mixed,Omnivore,3.1,1.0,38.0,medium
11182,30.0,M,178.6,87.7,6.0,8.0,191.0,7.0,Intermediate,41.6,43.1,15.9,None,Mixed,,3.5,10.0,72.0,fast
11183,50.0,F,180.0,71.8,5.0,6.0,,6.0,Experienced,24.5,25.0,22.5,,Mixed,Omnivore,,10.0,65.0,medium
11184,,F,174.3,62.0,,1.0,112.0,6.0,Experienced,26.3,27.1,16.4,,,Omnivore,2.5,4.0,60.0,slow
11185,50.0,M,175.9,,,8.0,204.0,8.0,Beginner,51.7,55.8,20.5,,Mixed,,,1.0,37.0,medium
11186,22.0,F,164.3,79.6,1.0,7.0,161.0,9.0,,27.9,29.5,29.6,,Strength,Vegetarian,2.7,5.0,38.0,medium
11187,20.0,F,157.4,61.4,5.0,7.0,131.0,9.0,Beginner,18.7,22.3,24.8,Protein,Cardio,Keto,3.0,8.0,42.0,fast
11188,24.0,F,172.7,60.4,1.0,,119.0,8.0,Intermediate,,27.3,17.3,None,Strength,Omnivore,2.4,4.0,52.0,medium
11189,41.0,M,193.8,108.0,6.0,1.0,215.0,6.0,,37.3,41.3,11.7,None,Strength,Vegan,2.7,3.0,35.0,medium
11190,39.0,M,198.6,133.8,5.0,1.0,248.0,8.0,Experienced,53.3,54.6,12.5,Creatine,Mixed,Vegetarian,,6.0,81.0,medium
11191,62.0,M,182.6,85.6,2.0,,174.0,8.0,Intermediate,,37.4,21.0,,Mixed,Vegetarian,2.6,1.0,57.0,fast
11192,40.0,F,,56.9,,4.0,116.0,9.0,,23.4,25.1,21.1,Creatine,Strength,Omnivore,2.1,7.0,54.0,slow
11193,,,177.8,96.1,5.0,5.0,178.0,6.0,,37.0,38.8,22.1,Creatine,Cardio,Omnivore,2.6,,55.0,
11194,35.0,M,,101.5,5.0,5.0,196.0,8.0,Intermediate,44.7,,16.0,None,Mixed,,,5.0,76.0,medium
11195,49.0,M,173.9,60.5,,,116.0,6.0,Beginner,25.4,29.2,21.6,,Mixed,Omnivore,2.5,5.0,65.0,
11196,,,172.1,83.7,7.0,9.0,180.0,7.0,Intermediate,28.9,31.3,15.5,None,,Omnivore,2.1,,46.0,slow
11197,50.0,M,160.9,77.4,6.0,2.0,157.0,8.0,Experienced,,30.5,11.4,Creatine,Mixed,Vegan,1.7,1.0,,medium
11198,22.0,M,161.1,59.5,4.0,5.0,124.0,,Experienced,25.4,26.4,16.9,Creatine,Mixed,Omnivore,1.6,4.0,40.0,fast
11199,45.0,M,188.6,71.3,7.0,10.0,140.0,9.0,Intermediate,32.4,34.7,12.0,Pre-workout,Cardio,Omnivore,4.0,9.0,59.0,medium
11200,25.0,F,177.9,93.9,7.0,7.0,,6.0,Intermediate,31.3,33.6,20.5,,Mixed,Omnivore,2.4,7.0,72.0,medium
11201,,M,185.3,107.5,,10.0,207.0,6.0,Beginner,33.6,,16.8,None,,Omnivore,,8.0,41.0,medium
11202,21.0,M,189.1,91.1,4.0,10.0,173.0,7.0,Intermediate,40.6,42.5,17.5,,Cardio,,3.4,5.0,75.0,fast
11203,51.0,F,174.7,70.8,1.0,,155.0,9.0,Intermediate,23.3,25.6,,None,Cardio,Vegan,1.8,10.0,87.0,medium
11204,22.0,M,174.5,85.5,5.0,7.0,169.0,,Beginner,40.8,45.2,18.1,None,Strength,Vegetarian,3.2,3.0,82.0,fast
11205,50.0,M,164.3,83.1,2.0,,161.0,,Beginner,,35.6,17.1,None,Strength,Omnivore,2.3,1.0,,medium
11206,22.0,M,197.3,88.0,3.0,8.0,171.0,9.0,Intermediate,39.9,41.6,10.3,Protein,Cardio,Omnivore,1.8,4.0,53.0,medium
11207,55.0,M,197.5,89.5,6.0,10.0,174.0,8.0,Experienced,31.7,,11.0,,Mixed,Vegetarian,2.0,2.0,84.0,medium
11208,,F,163.3,49.5,1.0,4.0,93.0,6.0,Intermediate,19.4,21.5,19.5,Pre-workout,Cardio,Vegan,1.6,8.0,46.0,
11209,43.0,,156.5,73.1,,3.0,138.0,7.0,Beginner,,27.8,,None,Mixed,,,8.0,31.0,slow
11210,18.0,F,,89.1,3.0,3.0,184.0,7.0,Beginner,32.5,36.2,15.7,Creatine,Strength,Omnivore,3.3,10.0,71.0,fast
11211,21.0,M,188.3,,7.0,,181.0,8.0,Beginner,44.6,48.8,14.6,None,Strength,Omnivore,2.9,8.0,79.0,
11212,56.0,M,160.3,68.0,6.0,8.0,142.0,9.0,Experienced,31.4,32.0,,,Cardio,Keto,1.9,1.0,81.0,slow
11213,43.0,M,164.3,63.6,2.0,3.0,119.0,6.0,Beginner,27.0,30.8,10.4,,Mixed,Omnivore,2.8,2.0,76.0,medium
11214,50.0,M,199.3,114.9,7.0,2.0,243.0,8.0,Intermediate,48.0,50.4,16.5,,Mixed,Omnivore,1.8,6.0,66.0,medium
11215,50.0,F,,60.0,5.0,8.0,116.0,,Intermediate,19.8,21.7,25.0,None,Cardio,,1.6,3.0,47.0,fast
11216,25.0,M,171.3,89.0,4.0,7.0,165.0,6.0,Beginner,,,,Protein,Strength,Vegetarian,,6.0,52.0,fast
11217,37.0,F,166.5,50.1,7.0,4.0,105.0,8.0,Intermediate,16.6,18.3,,,Mixed,Vegetarian,2.7,2.0,89.0,
11218,33.0,,167.4,85.6,,6.0,170.0,9.0,,28.9,33.0,,None,Cardio,Vegan,,1.0,58.0,medium
11219,38.0,M,,94.6,2.0,10.0,177.0,8.0,Experienced,43.1,43.6,15.0,None,,Omnivore,,,49.0,medium
11220,62.0,F,160.6,50.0,,8.0,102.0,8.0,Experienced,15.2,,29.7,Pre-workout,Strength,Vegetarian,1.8,,39.0,medium
11221,43.0,M,170.8,91.4,1.0,8.0,187.0,6.0,Beginner,36.5,40.7,19.4,Creatine,Strength,Omnivore,2.5,9.0,75.0,slow
11222,,M,192.1,119.4,1.0,2.0,245.0,,Beginner,43.9,47.9,,Pre-workout,Cardio,Omnivore,3.1,7.0,,
