id,age,gender,height,weight,gym_frequency,workout_intensity,protein_intake,sleep_hours,training_experience,initial_muscle_mass,final_muscle_mass,body_fat_percentage,supplement_use,workout_type,diet_type,hydration_level,stress_level,session_duration,recovery_rate
13728,42.0,F,170.1,80.6,5.0,3.0,159.0,7.0,Beginner,35.1,39.4,27.3,NoUse,Mixed,Vegan,3.4,2.0,61.0,fast
13729,64.0,M,193.8,110.1,5.0,2.0,241.0,7.0,Intermediate,43.4,45.6,16.7,NoUse,Mixed,Vegetarian,2.5,3.0,50.0,medium
13730,21.0,F,176.1,58.4,2.0,9.0,108.0,7.0,Intermediate,18.6,21.0,21.2,Creatine,Mixed,Vegetarian,2.5,4.0,56.0,fast
13731,53.0,F,150.6,51.9,4.0,9.0,109.0,9.0,Beginner,19.8,24.2,18.6,Protein,Cardio,Omnivore,3.7,10.0,55.0,medium
13732,27.0,M,192.7,110.5,7.0,2.0,232.0,9.0,Experienced,51.7,52.3,12.8,NoUse,Mixed,Vegan,1.6,9.0,79.0,medium
13733,45.0,M,194.1,98.5,4.0,10.0,186.0,8.0,Experienced,29.6,30.9,11.4,NoUse,Strength,Vegetarian,3.1,1.0,88.0,slow
13734,23.0,F,167.9,84.5,1.0,5.0,183.0,6.0,Beginner,28.0,32.2,18.9,NoUse,Mixed,Omnivore,1.9,8.0,46.0,medium
13735,44.0,F,164.4,73.1,7.0,5.0,138.0,9.0,Intermediate,23.1,25.1,20.5,Pre-workout,Mixed,Vegan,2.7,5.0,66.0,fast
13736,29.0,F,153.3,47.6,1.0,6.0,104.0,9.0,Beginner,16.9,21.0,16.3,Protein,Mixed,Omnivore,2.8,3.0,89.0,medium
13737,65.0,M,169.6,78.7,4.0,2.0,161.0,6.0,Experienced,33.7,34.7,21.6,Protein,Strength,Omnivore,2.0,6.0,85.0,medium
13738,20.0,M,179.6,83.1,7.0,7.0,150.0,8.0,Intermediate,33.3,35.0,18.9,Pre-workout,Cardio,Omnivore,3.2,6.0,73.0,medium
13739,63.0,M,194.6,109.5,6.0,10.0,224.0,7.0,Beginner,40.3,44.3,16.4,Creatine,Strength,Omnivore,2.2,6.0,56.0,medium
13740,50.0,M,192.1,98.5,2.0,1.0,199.0,8.0,Beginner,47.8,51.3,18.1,Protein,Mixed,Vegan,2.1,6.0,60.0,medium
13741,27.0,M,179.8,76.2,2.0,10.0,157.0,6.0,Beginner,31.9,35.5,24.1,Creatine,Cardio,Vegetarian,2.6,5.0,38.0,medium
13742,48.0,F,173.6,80.4,1.0,,162.0,,Intermediate,,,25.5,Protein,Strength,Omnivore,3.7,,65.0,
13743,32.0,F,173.0,57.7,3.0,8.0,118.0,7.0,Intermediate,18.8,20.9,24.1,Creatine,Cardio,Vegan,1.6,9.0,86.0,medium
13744,24.0,F,167.4,68.3,3.0,4.0,139.0,7.0,Intermediate,30.4,31.9,26.4,NoUse,Strength,Omnivore,4.0,3.0,75.0,fast
13745,53.0,F,156.6,53.3,4.0,1.0,114.0,7.0,Intermediate,16.2,18.1,15.3,NoUse,Mixed,Vegan,2.0,9.0,72.0,fast
13746,31.0,F,160.4,76.2,5.0,,157.0,,Experienced,,34.1,22.9,NoUse,Strength,Omnivore,2.0,,82.0,slow
13747,65.0,F,154.9,51.9,7.0,8.0,99.0,8.0,Beginner,21.0,24.9,17.9,NoUse,Mixed,Vegan,2.7,5.0,73.0,slow
13748,31.0,M,160.3,64.5,5.0,7.0,117.0,8.0,Beginner,30.6,35.0,18.7,Pre-workout,Strength,Omnivore,3.3,5.0,75.0,fast
13749,20.0,F,152.4,61.5,3.0,6.0,121.0,8.0,Beginner,24.7,28.7,26.1,NoUse,Cardio,Vegetarian,3.5,6.0,80.0,medium
13750,63.0,M,190.4,79.5,2.0,7.0,164.0,7.0,Experienced,33.2,33.8,16.1,NoUse,Mixed,Vegan,3.6,6.0,47.0,medium
13751,20.0,M,161.3,64.7,4.0,9.0,122.0,7.0,Intermediate,28.9,31.2,13.1,Protein,Cardio,Omnivore,3.9,8.0,78.0,slow
13752,39.0,M,176.0,94.3,7.0,3.0,206.0,6.0,Beginner,31.8,35.6,10.8,NoUse,Cardio,Omnivore,1.9,1.0,90.0,fast
13753,36.0,M,199.4,81.4,7.0,8.0,179.0,7.0,Intermediate,30.6,32.9,12.7,NoUse,Cardio,Omnivore,3.4,3.0,30.0,medium
13754,52.0,F,173.9,65.7,7.0,1.0,130.0,8.0,Experienced,27.9,29.1,18.9,NoUse,Strength,Omnivore,2.2,10.0,50.0,medium
13755,29.0,F,172.5,53.9,1.0,4.0,118.0,8.0,Intermediate,17.8,19.5,23.8,Protein,Cardio,Vegetarian,2.4,4.0,82.0,medium
13756,22.0,M,171.0,65.1,7.0,10.0,137.0,9.0,Beginner,29.3,33.7,21.0,Protein,Mixed,Omnivore,1.9,1.0,65.0,slow
13757,27.0,M,185.7,159.1,5.0,8.0,207.0,8.0,Experienced,49.8,50.6,20.2,Creatine,Strength,Omnivore,3.4,10.0,267.0,slow
13758,58.0,F,165.0,63.9,3.0,5.0,134.0,8.0,Intermediate,23.2,25.1,19.9,Protein,Cardio,Vegetarian,2.0,9.0,88.0,slow
13759,50.0,F,168.7,56.6,7.0,8.0,117.0,9.0,Intermediate,18.5,20.4,20.5,Pre-workout,Cardio,Omnivore,1.5,9.0,83.0,medium
13760,30.0,F,163.1,50.4,5.0,7.0,107.0,7.0,Experienced,17.6,18.7,28.0,NoUse,Strength,Vegan,1.9,4.0,47.0,medium
13761,52.0,M,181.2,68.4,6.0,4.0,124.0,7.0,Experienced,21.3,22.5,15.9,Protein,Cardio,Vegetarian,2.7,3.0,38.0,slow
13762,49.0,F,179.7,61.4,2.0,8.0,133.0,7.0,Experienced,20.2,21.5,24.9,Pre-workout,Mixed,Omnivore,1.8,4.0,39.0,medium
13763,,,,,,,,,,,,,Creatine,,,,,,
13764,65.0,M,168.7,60.6,5.0,1.0,122.0,6.0,Intermediate,22.1,24.2,24.4,NoUse,Strength,Vegetarian,1.6,9.0,32.0,medium
13765,55.0,M,177.9,65.9,2.0,5.0,141.0,7.0,Experienced,19.8,21.0,17.4,NoUse,Mixed,Keto,1.9,7.0,66.0,fast
13766,41.0,F,165.7,72.4,1.0,6.0,140.0,9.0,Intermediate,25.1,26.9,24.0,Creatine,Strength,Vegan,1.6,1.0,83.0,medium
13767,52.0,M,163.4,91.1,1.0,,200.0,,Experienced,,43.6,18.7,NoUse,Mixed,Omnivore,3.1,,36.0,medium
13768,36.0,M,192.2,121.3,3.0,1.0,228.0,7.0,Intermediate,47.0,49.0,22.7,NoUse,Cardio,Omnivore,3.1,7.0,37.0,slow
13769,23.0,M,176.9,75.1,4.0,4.0,142.0,9.0,Experienced,34.3,35.1,11.8,Pre-workout,Mixed,Vegetarian,2.0,3.0,38.0,slow
13770,57.0,M,176.5,71.9,2.0,6.0,144.0,7.0,Experienced,30.0,30.6,24.5,Creatine,Cardio,Omnivore,2.9,9.0,74.0,medium
13771,62.0,M,186.4,72.0,6.0,7.0,132.0,7.0,Beginner,29.0,33.2,13.4,NoUse,Mixed,Omnivore,2.4,2.0,47.0,slow
13772,61.0,F,173.2,59.6,4.0,7.0,108.0,9.0,Beginner,20.7,24.4,19.4,Creatine,Strength,Omnivore,2.6,5.0,76.0,slow
13773,59.0,F,179.6,80.0,7.0,2.0,165.0,7.0,Beginner,35.7,39.7,23.6,Protein,Strength,Omnivore,2.3,6.0,80.0,fast
13774,52.0,F,155.2,72.2,5.0,3.0,143.0,8.0,Intermediate,24.2,26.1,16.8,Protein,Strength,Vegetarian,3.9,7.0,82.0,medium
13775,21.0,F,160.4,72.8,7.0,5.0,152.0,6.0,Intermediate,23.7,26.1,24.9,Creatine,Mixed,Vegetarian,2.8,1.0,56.0,medium
13776,50.0,F,155.0,58.1,3.0,3.0,127.0,7.0,Intermediate,20.2,22.4,24.2,NoUse,Cardio,Vegan,3.1,9.0,58.0,medium
13777,30.0,M,195.2,100.4,2.0,6.0,219.0,9.0,Intermediate,42.4,44.1,17.1,Creatine,Mixed,Vegan,3.8,8.0,47.0,fast
13778,53.0,F,166.5,54.8,6.0,4.0,115.0,8.0,Experienced,18.3,19.1,24.2,Protein,Mixed,Omnivore,3.0,3.0,63.0,fast
13779,60.0,F,175.6,71.0,1.0,9.0,140.0,9.0,Beginner,26.7,30.3,15.7,NoUse,Strength,Vegetarian,2.0,9.0,54.0,medium
13780,36.0,M,199.4,115.0,5.0,6.0,228.0,6.0,Experienced,37.6,38.6,22.7,NoUse,Strength,Vegan,2.9,8.0,32.0,medium
13781,60.0,F,166.5,69.7,7.0,10.0,138.0,8.0,Beginner,29.8,34.0,25.2,NoUse,Cardio,Vegan,3.5,10.0,39.0,medium
13782,29.0,F,153.5,58.2,7.0,4.0,125.0,6.0,Intermediate,24.7,26.4,25.9,NoUse,Mixed,Vegan,3.6,2.0,80.0,fast
13783,28.0,F,160.8,72.1,1.0,7.0,153.0,8.0,Intermediate,30.6,32.6,17.3,NoUse,Strength,Omnivore,3.6,5.0,30.0,fast
13784,23.0,F,151.1,55.1,5.0,10.0,115.0,7.0,Intermediate,19.9,22.0,20.2,Protein,Cardio,Omnivore,3.8,5.0,62.0,medium
13785,29.0,M,194.0,102.0,6.0,3.0,210.0,8.0,Intermediate,42.1,44.6,15.9,Creatine,Strength,Vegetarian,1.8,2.0,50.0,medium
13786,44.0,M,160.7,63.5,6.0,4.0,121.0,7.0,Beginner,27.2,31.2,19.4,NoUse,Mixed,Omnivore,2.5,4.0,34.0,medium
13787,58.0,M,183.7,76.6,7.0,10.0,154.0,9.0,Intermediate,33.2,35.1,11.5,NoUse,Cardio,Vegetarian,3.6,10.0,52.0,fast
13788,42.0,M,164.2,54.0,1.0,5.0,105.0,8.0,Beginner,18.3,21.9,20.7,Creatine,Strength,Omnivore,3.1,10.0,58.0,fast
13789,59.0,F,150.2,49.3,6.0,9.0,100.0,8.0,Experienced,14.9,15.5,21.0,NoUse,Cardio,Omnivore,2.2,2.0,68.0,fast
13790,,F,,63.7,,,138.0,,Beginner,,,,NoUse,,Vegetarian,,,,
13791,20.0,F,166.6,68.6,3.0,8.0,139.0,9.0,Beginner,29.3,33.5,21.9,Protein,Mixed,Omnivore,1.6,1.0,74.0,slow
13792,37.0,F,152.3,56.5,3.0,4.0,124.0,7.0,Beginner,20.6,24.2,15.2,Creatine,Strength,Omnivore,2.2,6.0,68.0,fast
13793,45.0,F,168.4,77.3,2.0,8.0,155.0,7.0,Intermediate,30.4,32.3,16.1,NoUse,Mixed,Vegan,3.0,3.0,72.0,slow
13794,40.0,F,170.2,60.2,1.0,5.0,112.0,7.0,Beginner,22.4,26.4,23.2,Creatine,Strength,Omnivore,2.0,8.0,52.0,fast
13795,65.0,F,179.1,83.9,4.0,9.0,184.0,8.0,Intermediate,35.7,37.6,17.6,Creatine,Strength,Omnivore,2.9,3.0,67.0,medium
13796,20.0,M,196.0,111.8,5.0,6.0,209.0,8.0,Beginner,44.9,49.0,17.3,NoUse,Mixed,Keto,1.6,5.0,49.0,medium
13797,59.0,M,182.7,83.7,6.0,2.0,170.0,9.0,Experienced,29.5,30.4,15.6,NoUse,Strength,Vegan,3.5,6.0,40.0,fast
13798,41.0,M,191.7,85.5,,,179.0,,Intermediate,,,21.3,NoUse,Mixed,Vegetarian,,,76.0,
13799,60.0,M,174.5,86.6,7.0,8.0,173.0,7.0,Intermediate,38.3,40.2,24.3,Protein,Strength,Keto,1.7,10.0,66.0,slow
13800,57.0,M,183.4,115.0,3.0,4.0,209.0,7.0,Intermediate,35.1,37.3,19.8,Protein,Mixed,Vegan,2.1,7.0,55.0,medium
13801,23.0,M,176.1,65.6,5.0,10.0,135.0,6.0,Beginner,28.9,32.8,23.3,NoUse,Mixed,Vegetarian,2.0,5.0,33.0,fast
13802,37.0,M,173.5,103.2,5.0,8.0,226.0,6.0,Intermediate,34.2,36.0,23.2,NoUse,Mixed,Omnivore,2.8,8.0,38.0,medium
13803,28.0,F,171.8,69.6,6.0,9.0,144.0,7.0,Beginner,25.5,29.2,18.2,Protein,Strength,Vegetarian,2.1,4.0,53.0,medium
13804,49.0,F,158.9,67.0,7.0,4.0,137.0,8.0,Beginner,27.6,31.9,24.8,Creatine,Mixed,Omnivore,2.6,4.0,58.0,medium
13805,,,,,,,,,,,,,NoUse,,,,,,
13806,38.0,F,161.0,51.4,2.0,5.0,100.0,7.0,Beginner,17.4,21.2,18.6,NoUse,Mixed,Vegan,2.9,10.0,62.0,fast
13807,61.0,M,194.8,78.5,4.0,1.0,150.0,7.0,Intermediate,32.4,34.6,13.5,Creatine,Mixed,Vegetarian,3.9,2.0,72.0,fast
13808,65.0,M,166.8,61.0,4.0,10.0,128.0,9.0,Intermediate,23.5,25.2,18.2,NoUse,Mixed,Vegan,3.7,5.0,35.0,medium
13809,30.0,M,175.3,77.2,3.0,8.0,148.0,6.0,Intermediate,35.4,37.8,17.7,Creatine,Strength,Vegetarian,3.9,6.0,81.0,fast
13810,39.0,M,195.5,131.3,5.0,10.0,284.0,9.0,Experienced,47.1,47.8,23.5,Protein,Strength,Keto,2.8,8.0,58.0,fast
13811,52.0,F,150.5,41.9,3.0,6.0,79.0,8.0,Experienced,13.2,14.2,29.0,NoUse,Strength,Omnivore,1.8,7.0,52.0,medium
13812,64.0,F,178.4,92.4,5.0,6.0,202.0,7.0,Beginner,32.5,36.9,21.7,Pre-workout,Strength,Keto,2.3,2.0,50.0,fast
13813,39.0,F,177.0,77.5,1.0,2.0,153.0,7.0,Beginner,34.2,38.6,22.8,NoUse,Mixed,Vegetarian,1.8,2.0,86.0,medium
13814,45.0,F,162.5,50.8,7.0,4.0,93.0,6.0,Beginner,21.8,26.0,22.4,Pre-workout,Strength,Omnivore,2.6,6.0,61.0,medium
13815,38.0,M,186.1,77.2,6.0,,140.0,,Beginner,,,16.0,NoUse,Cardio,Keto,2.1,,87.0,fast
13816,63.0,M,199.6,120.9,5.0,3.0,258.0,7.0,Beginner,45.1,49.2,16.6,NoUse,Cardio,Vegan,1.6,1.0,84.0,fast
13817,35.0,F,166.6,70.2,1.0,10.0,141.0,8.0,Intermediate,31.0,33.1,27.6,NoUse,Mixed,Omnivore,1.6,7.0,45.0,medium
13818,48.0,F,152.9,46.8,5.0,1.0,88.0,9.0,Beginner,14.3,18.3,25.9,Protein,Mixed,Omnivore,3.8,2.0,38.0,slow
13819,63.0,F,175.6,89.0,1.0,,170.0,,Intermediate,,,26.5,NoUse,Mixed,Vegetarian,3.1,,63.0,
13820,54.0,F,154.0,46.5,6.0,4.0,86.0,7.0,Experienced,,20.8,23.6,NoUse,Mixed,Omnivore,3.4,,64.0,medium
13821,38.0,F,157.7,60.0,2.0,6.0,114.0,7.0,Beginner,25.3,29.5,23.2,NoUse,Mixed,Vegan,1.6,8.0,89.0,medium
13822,31.0,F,176.2,75.6,7.0,6.0,139.0,9.0,Intermediate,30.6,32.2,21.8,Creatine,Mixed,Vegetarian,2.9,10.0,44.0,fast
13823,42.0,M,170.2,95.8,4.0,5.0,188.0,9.0,Beginner,38.8,43.1,13.9,Creatine,Strength,Omnivore,2.4,5.0,83.0,medium
13824,44.0,M,189.8,73.2,1.0,9.0,146.0,6.0,Beginner,27.8,32.1,14.0,Pre-workout,Cardio,Omnivore,2.8,3.0,43.0,slow
13825,57.0,F,163.4,52.4,5.0,2.0,106.0,9.0,Experienced,19.0,19.5,26.8,Creatine,Mixed,Vegetarian,3.5,3.0,52.0,fast
13826,40.0,M,190.4,81.8,1.0,8.0,166.0,9.0,Intermediate,26.4,28.0,20.7,NoUse,Strength,Vegan,3.2,5.0,84.0,slow
13827,48.0,M,169.3,60.0,5.0,4.0,115.0,6.0,Beginner,22.7,26.3,23.2,Creatine,Cardio,Vegetarian,3.4,1.0,72.0,medium
13828,64.0,M,176.8,92.1,4.0,1.0,198.0,9.0,Intermediate,31.2,32.9,20.8,NoUse,Mixed,Vegan,3.9,8.0,62.0,fast
13829,46.0,F,159.5,52.8,2.0,3.0,102.0,8.0,Experienced,16.3,17.2,19.5,NoUse,Mixed,Vegan,2.8,5.0,82.0,medium
13830,64.0,M,170.0,82.8,1.0,2.0,168.0,6.0,Beginner,40.7,44.3,13.4,Protein,Strength,Vegan,2.4,10.0,84.0,fast
13831,47.0,M,172.6,94.6,5.0,10.0,182.0,9.0,Beginner,46.9,50.9,14.3,Protein,Strength,Vegetarian,1.6,3.0,86.0,fast
13832,43.0,M,172.9,78.1,7.0,3.0,166.0,9.0,Beginner,32.4,36.8,12.5,NoUse,Strength,Vegetarian,2.2,8.0,38.0,medium
13833,37.0,M,198.2,123.9,4.0,1.0,272.0,6.0,Intermediate,47.2,48.9,18.9,NoUse,Cardio,Vegan,3.9,2.0,39.0,fast
13834,55.0,M,181.3,104.1,6.0,3.0,194.0,8.0,Beginner,51.6,55.4,15.5,Creatine,Cardio,Vegetarian,3.9,2.0,77.0,slow
13835,36.0,M,178.5,76.3,3.0,10.0,166.0,6.0,Experienced,36.6,37.7,22.4,Creatine,Cardio,Omnivore,2.4,1.0,59.0,slow
13836,44.0,M,180.1,65.6,6.0,10.0,120.0,9.0,Experienced,29.0,30.4,11.0,Protein,Cardio,Vegetarian,3.0,3.0,77.0,medium
13837,42.0,F,179.9,62.3,3.0,7.0,132.0,7.0,Experienced,20.2,21.6,21.8,NoUse,Mixed,Vegan,2.2,4.0,84.0,medium
13838,57.0,M,186.1,112.0,1.0,5.0,244.0,9.0,Intermediate,52.2,54.0,23.7,Creatine,Cardio,Vegetarian,3.5,6.0,43.0,medium
13839,55.0,M,188.1,92.3,6.0,7.0,190.0,6.0,Beginner,37.0,40.8,15.2,Creatine,Strength,Vegan,3.7,1.0,45.0,medium
13840,40.0,M,172.5,97.0,6.0,5.0,187.0,9.0,Beginner,29.3,33.3,13.2,Pre-workout,Cardio,Vegetarian,3.1,8.0,83.0,fast
13841,46.0,F,164.1,66.2,6.0,3.0,124.0,8.0,Intermediate,24.5,26.5,22.8,NoUse,Mixed,Keto,2.3,4.0,34.0,medium
13842,32.0,M,167.4,64.3,4.0,7.0,137.0,9.0,Intermediate,26.4,28.4,13.0,NoUse,Cardio,Vegetarian,3.0,1.0,54.0,fast
13843,20.0,F,170.6,77.3,6.0,,142.0,,Intermediate,,,25.3,Creatine,Strength,Vegan,1.9,,41.0,medium
13844,27.0,M,173.8,85.7,1.0,3.0,171.0,6.0,Experienced,42.6,43.3,24.0,NoUse,Mixed,Omnivore,2.2,4.0,90.0,fast
13845,32.0,F,172.4,66.0,5.0,8.0,140.0,6.0,Intermediate,22.3,24.6,24.6,NoUse,Mixed,Vegetarian,1.8,5.0,32.0,fast
13846,33.0,F,,46.6,,,99.0,,Beginner,,,,NoUse,,Omnivore,,,73.0,
13847,34.0,F,162.1,50.5,3.0,6.0,98.0,7.0,Beginner,20.1,24.5,20.6,Protein,Cardio,Vegetarian,1.6,4.0,80.0,fast
13848,36.0,M,178.8,73.0,5.0,8.0,147.0,9.0,Intermediate,30.3,32.4,12.0,NoUse,Cardio,Omnivore,2.0,1.0,46.0,fast
13849,28.0,F,155.0,62.6,6.0,1.0,116.0,9.0,Beginner,21.6,25.1,23.7,Protein,Cardio,Keto,3.8,8.0,64.0,medium
13850,65.0,M,162.8,81.9,5.0,3.0,166.0,8.0,Experienced,36.7,37.3,10.1,NoUse,Mixed,Omnivore,2.0,1.0,47.0,slow
13851,22.0,M,172.7,87.9,1.0,2.0,175.0,8.0,Beginner,39.2,43.2,17.2,Protein,Cardio,Omnivore,3.0,4.0,51.0,fast
13852,22.0,M,181.8,82.8,3.0,6.0,179.0,6.0,Beginner,29.3,33.1,15.2,Protein,Mixed,Omnivore,3.6,1.0,32.0,medium
13853,31.0,F,169.6,67.0,2.0,7.0,133.0,8.0,Experienced,21.6,23.0,20.3,Protein,Strength,Vegetarian,3.9,2.0,32.0,fast
13854,43.0,M,177.0,96.0,7.0,5.0,197.0,9.0,Beginner,38.0,42.4,18.7,NoUse,Cardio,Omnivore,1.5,7.0,66.0,medium
13855,25.0,F,165.0,70.6,5.0,3.0,137.0,9.0,Beginner,25.0,28.6,18.6,NoUse,Cardio,Vegan,3.7,2.0,53.0,fast
13856,22.0,M,181.7,104.3,,,199.0,,Beginner,,,22.2,Pre-workout,Strength,Vegan,,,56.0,
13857,24.0,M,180.5,76.9,7.0,1.0,142.0,9.0,Intermediate,34.4,36.3,16.4,Creatine,Mixed,Vegetarian,2.3,4.0,73.0,slow
13858,33.0,M,163.6,53.7,6.0,3.0,107.0,8.0,Beginner,21.9,25.7,17.0,Pre-workout,Strength,Omnivore,3.4,10.0,47.0,medium
13859,31.0,M,176.2,74.5,2.0,3.0,150.0,9.0,Intermediate,28.0,30.4,21.8,NoUse,Strength,Vegetarian,2.8,1.0,86.0,fast
13860,54.0,M,168.2,71.3,2.0,2.0,140.0,8.0,Beginner,28.4,32.6,13.5,NoUse,Cardio,Keto,3.3,7.0,33.0,medium
13861,58.0,M,181.3,174.2,6.0,3.0,229.0,8.0,Experienced,43.7,45.2,11.1,NoUse,Mixed,Omnivore,2.8,10.0,239.0,medium
13862,21.0,M,190.3,84.3,3.0,5.0,172.0,9.0,Intermediate,31.3,33.4,21.8,NoUse,Mixed,Vegan,2.2,4.0,41.0,medium
13863,,F,,78.2,,,145.0,,Beginner,,,,NoUse,,Keto,,,46.0,
13864,65.0,M,168.9,83.7,3.0,1.0,160.0,7.0,Beginner,27.1,31.0,16.0,NoUse,Strength,Vegetarian,1.6,1.0,62.0,medium
13865,34.0,M,168.3,63.8,2.0,3.0,137.0,8.0,Intermediate,30.6,32.3,22.0,NoUse,Strength,Omnivore,2.6,2.0,83.0,medium
13866,64.0,F,151.1,52.2,2.0,5.0,104.0,7.0,Beginner,15.8,20.2,28.2,NoUse,Cardio,Keto,2.2,1.0,83.0,medium
13867,53.0,F,162.8,63.9,2.0,4.0,124.0,6.0,Beginner,28.6,32.3,19.9,Pre-workout,Mixed,Omnivore,2.5,3.0,64.0,medium
13868,23.0,F,163.0,58.8,6.0,,108.0,,Beginner,,22.5,29.3,Protein,Mixed,Omnivore,2.5,,48.0,medium
13869,33.0,M,169.5,67.2,3.0,10.0,135.0,8.0,Intermediate,29.5,31.6,17.4,NoUse,Mixed,Keto,3.6,2.0,40.0,medium
13870,46.0,F,172.9,62.9,7.0,5.0,129.0,6.0,Beginner,23.9,28.0,28.1,NoUse,Cardio,Omnivore,2.8,9.0,39.0,medium
13871,53.0,M,175.5,88.6,5.0,3.0,180.0,6.0,Intermediate,43.3,45.2,24.5,Creatine,Strength,Omnivore,3.3,5.0,71.0,medium
13872,55.0,F,170.1,76.0,2.0,5.0,161.0,8.0,Beginner,29.5,33.8,18.0,NoUse,Strength,Vegan,3.6,10.0,64.0,slow
13873,54.0,M,185.6,93.1,3.0,1.0,178.0,6.0,Intermediate,31.1,33.6,22.6,NoUse,Strength,Keto,2.4,6.0,90.0,medium
13874,65.0,F,168.1,82.8,1.0,7.0,151.0,8.0,Intermediate,32.3,34.6,21.0,Creatine,Mixed,Vegetarian,3.7,5.0,39.0,fast
13875,65.0,M,196.3,119.2,5.0,5.0,242.0,8.0,Intermediate,41.0,42.8,20.0,Protein,Mixed,Vegetarian,3.9,7.0,66.0,fast
13876,27.0,M,160.6,86.1,4.0,9.0,163.0,6.0,Experienced,34.2,34.7,20.9,Creatine,Mixed,Omnivore,3.6,4.0,39.0,fast
13877,58.0,M,162.7,71.8,1.0,7.0,134.0,8.0,Beginner,32.8,37.3,14.1,NoUse,Cardio,Vegan,2.7,3.0,39.0,fast
13878,53.0,F,171.7,53.6,5.0,8.0,110.0,7.0,Beginner,16.6,20.6,17.1,Protein,Strength,Omnivore,3.1,10.0,73.0,medium
13879,46.0,F,160.6,64.8,6.0,7.0,130.0,9.0,Beginner,24.1,27.9,23.7,NoUse,Strength,Keto,2.8,3.0,37.0,medium
13880,31.0,F,179.6,89.7,1.0,9.0,192.0,7.0,Intermediate,27.0,28.8,29.7,Pre-workout,Strength,Vegetarian,3.8,4.0,39.0,medium
13881,21.0,F,156.5,59.9,4.0,9.0,126.0,8.0,Experienced,26.4,27.1,17.7,NoUse,Cardio,Omnivore,3.6,7.0,50.0,slow
13882,61.0,F,155.5,60.0,2.0,1.0,119.0,9.0,Intermediate,22.4,24.1,17.7,NoUse,Strength,Vegan,3.4,2.0,70.0,fast
13883,59.0,M,183.5,116.6,1.0,2.0,224.0,7.0,Experienced,56.1,57.3,13.2,Creatine,Mixed,Vegetarian,2.7,2.0,68.0,medium
13884,53.0,F,158.4,56.2,1.0,6.0,123.0,8.0,Beginner,17.1,21.5,21.6,Creatine,Mixed,Omnivore,3.6,9.0,60.0,medium
13885,,M,,96.5,,,200.0,,Intermediate,,,,NoUse,,Omnivore,,,66.0,
13886,,,,,,,235.0,,,,,,Creatine,,,,,,
13887,63.0,M,161.0,69.9,6.0,9.0,142.0,8.0,Intermediate,24.4,25.9,19.6,NoUse,Cardio,Keto,1.7,3.0,49.0,medium
13888,35.0,M,181.3,72.9,5.0,2.0,138.0,8.0,Intermediate,25.4,27.3,13.1,NoUse,Mixed,Vegan,2.1,5.0,75.0,medium
13889,50.0,F,160.0,69.1,6.0,6.0,143.0,7.0,Experienced,30.5,31.8,19.5,Creatine,Mixed,Omnivore,1.9,3.0,38.0,slow
13890,38.0,F,160.4,71.7,3.0,,155.0,,Intermediate,,,17.9,NoUse,Cardio,Omnivore,,,84.0,
13891,33.0,F,157.4,57.4,5.0,2.0,118.0,7.0,Beginner,20.8,24.6,23.6,Creatine,Cardio,Omnivore,2.4,6.0,68.0,slow
13892,32.0,F,154.0,64.4,3.0,1.0,128.0,8.0,Intermediate,25.6,27.6,15.1,NoUse,Mixed,Omnivore,3.7,5.0,37.0,slow
13893,22.0,F,151.0,56.9,4.0,7.0,107.0,7.0,Experienced,19.7,20.3,29.0,Creatine,Strength,Vegetarian,3.4,7.0,57.0,fast
13894,23.0,F,179.6,68.0,5.0,10.0,142.0,8.0,Experienced,30.4,31.1,26.3,NoUse,Mixed,Vegan,1.8,5.0,48.0,slow
13895,55.0,M,186.4,117.6,6.0,9.0,226.0,7.0,Beginner,44.2,47.9,13.9,NoUse,Mixed,Keto,1.9,4.0,63.0,fast
13896,20.0,F,173.3,79.2,1.0,8.0,156.0,9.0,Beginner,25.8,29.5,15.0,Protein,Mixed,Omnivore,3.8,7.0,56.0,fast
13897,65.0,M,162.6,87.7,4.0,8.0,181.0,6.0,Beginner,35.5,39.1,17.5,Protein,Cardio,Keto,1.9,5.0,36.0,medium
13898,29.0,M,160.6,62.5,5.0,7.0,125.0,8.0,Experienced,29.7,31.1,18.2,Creatine,Mixed,Omnivore,1.7,8.0,60.0,medium
13899,53.0,M,184.0,114.2,2.0,8.0,231.0,7.0,Experienced,42.1,42.6,10.1,NoUse,Mixed,Omnivore,2.5,2.0,74.0,fast
13900,50.0,M,189.0,91.0,4.0,8.0,171.0,9.0,Experienced,40.5,41.6,19.6,NoUse,Cardio,Vegetarian,2.4,7.0,66.0,fast
13901,53.0,F,161.8,47.4,7.0,4.0,101.0,8.0,Beginner,15.1,18.9,20.6,NoUse,Strength,Omnivore,1.7,9.0,39.0,fast
13902,50.0,F,161.6,49.4,2.0,3.0,92.0,7.0,Beginner,18.1,22.2,16.8,Protein,Mixed,Vegetarian,2.0,5.0,67.0,medium
13903,48.0,M,175.4,65.7,5.0,,123.0,,Intermediate,,,15.1,Protein,Mixed,Omnivore,,,42.0,
13904,38.0,F,154.6,49.0,5.0,8.0,89.0,6.0,Intermediate,16.8,19.0,20.5,NoUse,Cardio,Vegan,2.5,2.0,89.0,fast
